[Table3D]
0.25	0.3999999761581421	0.5499999523162842	0.699999988079071	0.8499999642372131	1.0	1.149999976158142	1.2999999523162842	1.4499999284744263	1.649999976158142	1.899999976158142	2.1500000953674316	2.450000047683716	2.799999952316284	3.200000047683716	3.5999999046325684
800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
1200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
1600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
2000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
2400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
2800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
3200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
3600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
4000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
4400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
4800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
5200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
5600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
6000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
6400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
6800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
7200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
7600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8671875	3.8671875	3.8671875	5.9765625	5.9765625	5.9765625	8.0859375	8.0859375	8.0859375
